S.NO,School_Name,Location,City,Phone,Details
639,Swami Vivekanand Public School,"Falodi Colony, By Pass Road","Rajgarh - 465661, Madhya Pradesh,",(07372)-254934phone9039903210,"Senior Secondary School,CBSE Board,Private School,Co-Educational School,Established in 1997,
"
640,Swami Vivekananda Academy,"Shayam Bhavan Roopjyoti Puram, Mehrotra Farm Bhind Road","Gwalior - 474005, Madhya Pradesh,","(0751)-2470075,4092299Fax:(0751)2470077","CBSE Board,Private School,Co-Educational School,
"
641,SYNA International School,"NH-7, Jabalpur Road, Jhinjhari","Katni - 483501, Madhya Pradesh,",(997) 758-3555,"Nursery - Class XII,CBSE Board,Private School,Co-Educational School,
"
642,Takshshela Junior College,"Village Mindia,  Navakheda Post, Indore Road","Ujjain - 456006, Madhya Pradesh,",(9425430918940) 650-0000,"Senior Secondary School,CBSE Board,Private School,Co-Educational School,
"
643,The Bhavans Prominent School,"Near Bombay Hospital, Bhavans Prominent Road, Piplia Kumar","Indore - 452001, Madhya Pradesh,","(0731)-4243800,4243801,4243802","High Secondary School,CBSE Board,Private School,Co-Educational School,
"
644,The Daly College,Residency Area,"Indore - 452001, Madhya Pradesh,","(0731)-2719000,2719001,2719023Fax:(0731)2702674","Nursery - Class XII,CBSE Board,Private School,Co-Educational School,
"
645,The Emerald Heights International School,"AB Road, Rau, Opposite Akashwani","Indore - 453331, Madhya Pradesh,","(0731)-4067536,4067537phone8720009992,8720009993,6262045305Fax:(0731)4059046","Class V - Class XII,CBSE Board,Private School (Montessori),Co-Educational School,
"
646,The Mayoor School,"Near Sai Campus, ( Ahead of Judicial Academy ) Abhinav Bindra Marg","Bhopal - 462003, Madhya Pradesh,",(0755)-6462029,"Senior Secondary School,CBSE Board,Private School,Co-Educational School,
"
647,The Millennium School,"Halka No. 13, Village Nayta Mundla, A.B. Road By Pass, Silver Springs Phase-II","Indore - 452023, Madhya Pradesh,",(95755544449575500000000) 000-0000,"Nursery - Class XII,CBSE Board,Private School,Co-Educational School,
"
648,The New Green Field Public Academy,"Scheme No. 94, Sector B, Ring Road, Near Bombay Hospital","Indore, Madhya Pradesh,","(0731)-2559177,2402840","Nursery - Class XII,CBSE Board,Private School,Co-Educational School,
"
649,The Radiant Higher Secondary School,"Near Mahadaji Nagar, Guda-Gudi Naka, Lashkar","Gwalior - 474001, Madhya Pradesh,",(9111874234882) 790-0000,"Play - Class XII,CBSE Board,Private School,Co-Educational School,Established in 2003,
"
650,The Scindia School,The Fort,"Gwalior - 474009, Madhya Pradesh,",(0751)-2480750Fax:(0751)2480650,"Senior Secondary School,CBSE Board,Private School,Boys Only School,Established in 1897,
"
651,The Shishukunj International School,"Jalaria, Bypass Road","Indore - 452016, Madhya Pradesh,","(0731)-2810017,2810018,2810019phone9111104781,9111104782,9644733315,9644733316","Nursery - Class XII,CBSE Board,Private School,Co-Educational School,
"
652,The Vedansh International School,"Near Vidyapalace Colony, Airport Police Station, Chhota Bangarda Road","Indore - 452001, Madhya Pradesh,",(0731)-2629030phone8889515888,"Nursery - Class V,CBSE Board,Private School,Co-Educational School,
"
653,The Vidhyanjali International School,"Jawahar Tekri, Dhar Road, P.O. Sirpur","Indore - 452007, Madhya Pradesh,","(0731)-2892780,2892790","Nursery - Class XII,CBSE Board,Private School,Girls Only School,
"
654,Tirathbai Kalachand School,"25, Tatya Sarwate Marg, Bhawarkua Road","Indore - 452007, Madhya Pradesh,",(0731)-2460749,"Play - Class XII,CBSE Board,Private School,Co-Educational School,Established in 1978,
"
655,Trinity Convent Senior Secondary School,,"Vidisha - 464002, Madhya Pradesh,","(07592)-250932,250204","Senior Secondary School,CBSE Board,Private School,Co-Educational School,Established in 1970,
"
656,Udaan The 7 Habits Foundation School,"House No. 1397, Scheme No. 114 Part- 1","Indore - 452001, Madhya Pradesh,",(777) 100-5827,"Nursery - Class X,CBSE Board,Private School,Co-Educational School,
"
657,University Innovative School,"Bhanwar Kaun, A.B. Road","Indore - 452001, Madhya Pradesh,",(0731)-2462035,"Senior Secondary School,CBSE Board,Private School,Co-Educational School,
"
658,Vandana Convent School,"AB Road, Vindhyachal Colony, Model Town Colony","Guna - 473001, Madhya Pradesh,",(07542)-225421,"Senior Secondary School,CBSE Board,Private School,Co-Educational School,Established in 1974,
"
659,Vatsalya Public School,"Yasho Darman Thane, Yash Nagar, Mandsaur","Mandsaur - 458001, Madhya Pradesh,","(07422)-232029,255060","Nursery - Class XII,CBSE Board,Private School,Co-Educational School,
"
660,Vatsalya Senior Secondary School,Haripura Road,"Vidisha - 464001, Madhya Pradesh,","(07592)-230233,237407","Senior Secondary School,CBSE Board,Private School,Co-Educational School,Established in 1993,
"
661,Vedaant Vidhyakulum School,"Kanadia Road, Village - Barodiya Kera","Indore - 470117, Madhya Pradesh,",(822) 595-5500,"Nursery - Class VII,CBSE Board,Private School,Co-Educational School,Established in 1999,
"
662,Venus Public School,"B-Block, Anand Nagar, Bahodapur","Gwalior - 474001, Madhya Pradesh,","(0751)-2491307,2492018phone9109173442","Nursery - Class XII,CBSE Board,Private School,Co-Educational School,Established in 1998,
"
663,Vidhya Vijay Bal Mandir,"SS-4, Slice-4, Scheme No. 78, Vijay Nagar","Indore - 452010, Madhya Pradesh,",(0731)-6550599phone9826078369,"High Secondary School,CBSE Board,Private School,Co-Educational School,Established in 2003,
"
664,Vidya Bhavan Public School,"Kavi Nagar, Near Pinto Park Tiraha, Airport Road","Gwalior - 474006, Madhya Pradesh,",(0751)-4045141,"Nursery - Class XII,CBSE Board,Private School,Co-Educational School,Established in 2002,
"
665,Vidya Bhavan Public School,A.B. Road,"Indore - 452771, Madhya Pradesh,",(9685734999787) 910-0000,"Nursery - Class XII,CBSE Board,Private School,Co-Educational School,Established in 2003,
"
666,Vidya Bhavan Public School,Fatehgarh Road,"Guna - 473001, Madhya Pradesh,",(9630027061812) 030-0000,"High Secondary School,CBSE Board,Private School,Co-Educational School,
"
667,Vidya Bhumi Public School,"Deen Dyal Puram Colony, Dharmatehkadi","Chhindwara - 480001, Madhya Pradesh,",(07162)-222311,"Senior Secondary School,CBSE Board,Private School,Co-Educational School,
"
668,Vidya Niketan Higher Secondary School,"Bagmugalia, Sant Asaram Nagar","Bhopal - 462043, Madhya Pradesh,",(930) 313-0906,"Class V - Class XII,CBSE Board,Private School,Co-Educational School,
"
669,Vidyakunj International School,"Near Kishore Smarak, Indore Road, Khandwa","Khandwa - 452017, Madhya Pradesh,",(0733)-2243377phone6262224337,"Nursery - Class X,CBSE Board,Private School,Co-Educational School,
"
670,Vidyasagar School,Bicholi Mardana,"Indore - 452016, Madhya Pradesh,","(0731)-6611901,6611910","Nursery - Class XII,CBSE Board,Private School,Co-Educational School,
"
671,Vidyavati Public Central School,"B.T.I. Road, Vikrampura","Bhind - 477001, Madhya Pradesh,","(07534)-240672phone9669316111,9826270987","Play - Class X,CBSE Board,Private School,Co-Educational School,Established in 2010,
"
672,Vidyut Mandal Higher Secondary School,"Prakash Nagar, Birsinghpur Pali","Umaria - 484552, Madhya Pradesh,",(07655)-262649,"Senior Secondary School,CBSE Board,Government School,Co-Educational School,Established in 1986,
"
673,Vikram Higher Secondary School,"Piplani, BHEL","Bhopal - 462021, Madhya Pradesh,","(0755)-2502707,2502211,2685407","Class X - Class XII,CBSE Board,Private School,Co-Educational School,
"
674,Vinayak Public School,"Bhojpuri Colony, Kali Billod","Indore - 453001, Madhya Pradesh,",(8889911194888) 990-0000,"Senior Secondary School,CBSE Board,Private School,Co-Educational School,
"
675,Vindhyachal Academy,"Ram Nagar Extension, A.B. Road","Dewas - 455001, Madhya Pradesh,",(07272)-252644,"Nursery - Class XII,CBSE Board,Private School,Co-Educational School,
"
676,Vision International Public School,"Patan Road, Near NTPC, Sukha","Jabalpur - 482002, Madhya Pradesh,",(90099333449111000000000) 000-0000,"Play - Class X,CBSE Board,Private School,Co-Educational School,
"
677,White Memorial English School,"31, MLB College Road, Budhwara","Bhopal - 462001, Madhya Pradesh,",(0755)-2724011,"Senior Secondary School,CBSE Board,Private School,Co-Educational School,
"
678,Wishwood Cottage School,"A.B Road, Near Khade Hanuman Mandir","Indore - 453441, Madhya Pradesh,","(07324)-277485,275280phone7049499558","Nursery - Class XII,CBSE Board,Private School,Co-Educational School,
"
679,World Way International School,"E-8 Extn., Arera Colony, Gulmoher, Worldway Road","Bhopal - 462039, Madhya Pradesh,","(0755)-4924342,4276668","Senior Secondary School,CBSE Board,Private School,Co-Educational School,Established in 2004,
"
680,Yash Public School,"Amlavidya Road, Housing Board Colony, Nagada","Ujjain - 450335, Madhya Pradesh,",(07366)-238021phone9424846292,"Senior Secondary School,CBSE Board,Private School,Co-Educational School,
"
681,Yatharth Futuristic Academy,"Village Ninora, Indore Road","Ujjain - 456001, Madhya Pradesh,","(0734)-2700007phone9424502343,9009921111","Nursery - Class X,CBSE Board,Private School,Co-Educational School,
"
682,Yugdharma Public School,"Akola Nandura Bypass, Near Rishi Sankul","Shajapur - 465331, Madhya Pradesh,",(9993640461940) 680-0000,"High Secondary School,CBSE Board,Private School,Co-Educational School,Established in 2007,
"
